week_end_date,SampleLocation,case_7d_avg
2022-05-01,WG_Featherston,1
2022-05-01,WG_Greytown,3
2022-05-01,WG_Karori,3
2022-05-01,WG_Martinborough,0
2022-05-01,WG_Masterton,12
2022-05-01,WG_MoaPoint,38
2022-05-01,WG_Otaki,2
2022-05-01,WG_Paraparaumu,10
2022-05-01,WG_Porirua,20
2022-05-01,WG_Seaview,686
2022-05-01,WK_Cambridge,7
2022-05-01,WK_Hamilton,361
2022-05-01,WK_Ngatea,0
2022-05-01,WK_Otorohanga,2
2022-05-01,WK_Paeroa,3
2022-05-01,WK_Taupo,9
2022-05-01,WK_TeAwamutu,4
2022-05-01,WK_Thames,4
2022-05-01,WK_Tokoroa,4
2022-05-01,WK_Turangi,1
2022-05-01,WK_Whangamata,1
2022-05-01,WK_Whitianga,3
2022-05-08,AU_ArmyBay,19
2022-05-08,AU_Beachlands,2
2022-05-08,AU_ClarksBeach,1
2022-05-08,AU_Eastern,2075
2022-05-08,AU_Helensville,2
2022-05-08,AU_Omaha,0
2022-05-08,AU_Pukekohe,9
2022-05-08,AU_Rosedale,74
2022-05-08,AU_SnellsAlgies,1
2022-05-08,AU_SouthWestern,40
2022-05-08,AU_Waiuku,4
2022-05-08,AU_Warkworth,2
2022-05-08,AU_Wellsford,1
2022-05-08,AU_Western,117
2022-05-08,BP_Katikati,1
2022-05-08,BP_Kawerau,1
2022-05-08,BP_Maketu,0
2022-05-08,BP_Opotiki,1
2022-05-08,BP_Rotorua,102
2022-05-08,BP_Tauranga,171
2022-05-08,BP_TeMaunga,16
2022-05-08,BP_TePuke,2
2022-05-08,BP_WaihiBeach,1
2022-05-08,BP_Whakatane,5
2022-05-08,CA_Amberley,2
2022-05-08,CA_Ashburton,15
2022-05-08,CA_Christchurch,1150
2022-05-08,CA_Kaiapoi,4
2022-05-08,CA_Kaikoura,1
2022-05-08,CA_Leeston,2
2022-05-08,CA_Rangiora,7
2022-05-08,CA_Rolleston,15
2022-05-08,CA_Timaru,88
2022-05-08,CA_Woodend,1
2022-05-08,GI_Gisborne,53
2022-05-08,HB_Hastings,65
2022-05-08,HB_Mahia,0
2022-05-08,HB_Napier,102
2022-05-08,HB_Waipawa,2
2022-05-08,HB_Waipukurau,10
2022-05-08,HB_Wairoa,7
2022-05-08,MA_Blenheim,13
2022-05-08,MA_Picton,1
2022-05-08,MW_Dannevirke,3
2022-05-08,MW_Feilding,6
2022-05-08,MW_Levin,6
2022-05-08,MW_Pahiatua,4
2022-05-08,MW_PalmerstonNorth,239
2022-05-08,MW_Taumarunui,2
2022-05-08,MW_Whanganui,74
2022-05-08,MW_Woodville,1
2022-05-08,NE_BellIsland,19
2022-05-08,NE_Nelson,203
2022-05-08,NO_Ahipara,0
2022-05-08,NO_Dargaville,1
2022-05-08,NO_Hikurangi,1
2022-05-08,NO_Kaikohe,3
2022-05-08,NO_Kaitaia,2
2022-05-08,NO_Kawakawa,1
2022-05-08,NO_Kerikeri,1
2022-05-08,NO_Mangawhai,1
2022-05-08,NO_Maungaturoto,1
2022-05-08,NO_Paihia,1
2022-05-08,NO_Ruakaka,1
2022-05-08,NO_Whangarei,149
2022-05-08,OT_Alexandra,6
2022-05-08,OT_Balclutha,2
2022-05-08,OT_Cromwell,8
2022-05-08,OT_DunedinTahuna,581
2022-05-08,OT_GreenIsland,566
2022-05-08,OT_Mosgiel,566
2022-05-08,OT_Oamaru,7
2022-05-08,OT_Queenstown,8
2022-05-08,OT_Wanaka,8
2022-05-08,SO_Bluff,1
2022-05-08,SO_Gore,5
2022-05-08,SO_Invercargill,46
2022-05-08,TK_Eltham,7
2022-05-08,TK_Hawera,7
2022-05-08,TK_NewPlymouth,169
2022-05-08,TK_Opunake,0
2022-05-08,TK_Patea,1
2022-05-08,TK_Stratford,3
2022-05-08,TS_Motueka,6
2022-05-08,WC_Greymouth,58
2022-05-08,WC_Hokitika,1
2022-05-08,WC_Reefton,1
2022-05-08,WC_Westport,2
2022-05-08,WG_Carterton,6
2022-05-08,WG_Featherston,1
2022-05-08,WG_Greytown,2
2022-05-08,WG_Karori,2
2022-05-08,WG_Martinborough,2
2022-05-08,WG_Masterton,15
2022-05-08,WG_MoaPoint,44
2022-05-08,WG_Otaki,2
2022-05-08,WG_Paraparaumu,9
2022-05-08,WG_Porirua,28
2022-05-08,WG_Seaview,722
2022-05-08,WK_Cambridge,4
2022-05-08,WK_Hamilton,351
2022-05-08,WK_Ngatea,0
2022-05-08,WK_Otorohanga,2
2022-05-08,WK_Paeroa,1
2022-05-08,WK_Taupo,8
2022-05-08,WK_TeAwamutu,4
2022-05-08,WK_Thames,4
2022-05-08,WK_Tokoroa,4
2022-05-08,WK_Turangi,2
2022-05-08,WK_Whangamata,2
2022-05-08,WK_Whitianga,3
2022-05-15,AU_ArmyBay,16
2022-05-15,AU_Beachlands,3
2022-05-15,AU_ClarksBeach,1
2022-05-15,AU_Eastern,2296
2022-05-15,AU_Helensville,2
2022-05-15,AU_Pukekohe,11
2022-05-15,AU_Rosedale,78
2022-05-15,AU_SnellsAlgies,1
2022-05-15,AU_SouthWestern,47
2022-05-15,AU_Waiuku,3
2022-05-15,AU_Warkworth,2
2022-05-15,AU_Wellsford,1
2022-05-15,AU_Western,116
2022-05-15,BP_Katikati,0
2022-05-15,BP_Kawerau,1
2022-05-15,BP_Opotiki,1
2022-05-15,BP_Rotorua,107
2022-05-15,BP_Tauranga,190
2022-05-15,BP_TeMaunga,12
2022-05-15,BP_TePuke,4
2022-05-15,BP_WaihiBeach,0
2022-05-15,BP_Whakatane,2
2022-05-15,CA_Amberley,1
2022-05-15,CA_Ashburton,13
2022-05-15,CA_Christchurch,1056
2022-05-15,CA_Kaiapoi,3
2022-05-15,CA_Kaikoura,2
2022-05-15,CA_Leeston,1
2022-05-15,CA_Rangiora,4
2022-05-15,CA_Rolleston,14
2022-05-15,CA_Timaru,101
2022-05-15,CA_Woodend,1
2022-05-15,GI_Gisborne,60
2022-05-15,HB_Hastings,61
2022-05-15,HB_Mahia,0
2022-05-15,HB_Napier,111
2022-05-15,HB_Waipawa,2
2022-05-15,HB_Waipukurau,8
2022-05-15,HB_Wairoa,5
2022-05-15,MA_Blenheim,19
2022-05-15,MA_Picton,2
2022-05-15,MW_Dannevirke,2
2022-05-15,MW_Eketahuna,0
2022-05-15,MW_Feilding,10
2022-05-15,MW_Levin,5
2022-05-15,MW_Pahiatua,0
2022-05-15,MW_PalmerstonNorth,212
2022-05-15,MW_Taumarunui,1
2022-05-15,MW_Whanganui,66
2022-05-15,MW_Woodville,1
2022-05-15,NE_BellIsland,18
2022-05-15,NE_Nelson,197
2022-05-15,NO_Ahipara,1
2022-05-15,NO_Dargaville,0
2022-05-15,NO_Hikurangi,0
2022-05-15,NO_Kaeo,0
2022-05-15,NO_Kaikohe,2
2022-05-15,NO_Kaitaia,3
2022-05-15,NO_Kawakawa,0
2022-05-15,NO_Kerikeri,2
2022-05-15,NO_Mangawhai,2
2022-05-15,NO_Maungaturoto,0
2022-05-15,NO_Paihia,3
2022-05-15,NO_Ruakaka,1
2022-05-15,NO_Whangarei,169
2022-05-15,OT_Alexandra,7
2022-05-15,OT_Balclutha,3
2022-05-15,OT_Cromwell,7
2022-05-15,OT_DunedinTahuna,560
2022-05-15,OT_GreenIsland,544
2022-05-15,OT_Mosgiel,544
2022-05-15,OT_Oamaru,5
2022-05-15,OT_Queenstown,8
2022-05-15,OT_Wanaka,5
2022-05-15,SO_Bluff,0
2022-05-15,SO_Gore,5
2022-05-15,SO_Invercargill,33
2022-05-15,TK_Eltham,7
2022-05-15,TK_Hawera,7
2022-05-15,TK_NewPlymouth,170
2022-05-15,TK_Opunake,1
2022-05-15,TK_Patea,1
2022-05-15,TK_Stratford,3
2022-05-15,TS_Motueka,2
2022-05-15,WC_Greymouth,59
2022-05-15,WC_Hokitika,3
2022-05-15,WC_Reefton,0
2022-05-15,WC_Westport,3
2022-05-15,WG_Carterton,3
2022-05-15,WG_Featherston,2
2022-05-15,WG_Greytown,3
2022-05-15,WG_Karori,4
2022-05-15,WG_Martinborough,1
2022-05-15,WG_Masterton,10
2022-05-15,WG_MoaPoint,43
2022-05-15,WG_Otaki,1
2022-05-15,WG_Paraparaumu,8
2022-05-15,WG_Porirua,22
2022-05-15,WG_Seaview,707
2022-05-15,WK_Cambridge,5
2022-05-15,WK_Hamilton,435
2022-05-15,WK_Ngatea,0
2022-05-15,WK_Otorohanga,3
2022-05-15,WK_Paeroa,3
2022-05-15,WK_Taupo,10
2022-05-15,WK_TeAwamutu,7
2022-05-15,WK_Thames,4
2022-05-15,WK_Tokoroa,4
2022-05-15,WK_Turangi,1
2022-05-15,WK_Whangamata,2
2022-05-15,WK_Whitianga,2
2022-05-22,AU_ArmyBay,50
2022-05-22,AU_Beachlands,21
2022-05-22,AU_ClarksBeach,1
2022-05-22,AU_Eastern,1549
2022-05-22,AU_Helensville,2
2022-05-22,AU_Pukekohe,14
2022-05-22,AU_Rosedale,403
2022-05-22,AU_SnellsAlgies,1
2022-05-22,AU_SouthWestern,95
2022-05-22,AU_Waiuku,5
2022-05-22,AU_Warkworth,1
2022-05-22,AU_Wellsford,1
2022-05-22,AU_Western,505
2022-05-22,BP_Katikati,1
2022-05-22,BP_Kawerau,2
2022-05-22,BP_Opotiki,1
2022-05-22,BP_Rotorua,92
2022-05-22,BP_Tauranga,185
2022-05-22,BP_TeMaunga,34
2022-05-22,BP_TePuke,1
2022-05-22,BP_WaihiBeach,1
2022-05-22,BP_Whakatane,4
2022-05-22,CA_Amberley,2
2022-05-22,CA_Ashburton,29
2022-05-22,CA_Christchurch,999
2022-05-22,CA_Kaiapoi,3
2022-05-22,CA_Kaikoura,1
2022-05-22,CA_Leeston,1
2022-05-22,CA_Rangiora,9
2022-05-22,CA_Rolleston,17
2022-05-22,CA_Timaru,88
2022-05-22,CA_Woodend,2
2022-05-22,GI_Gisborne,52
2022-05-22,HB_Hastings,81
2022-05-22,HB_Mahia,0
2022-05-22,HB_Napier,110
2022-05-22,HB_Waipawa,3
2022-05-22,HB_Waipukurau,8
2022-05-22,HB_Wairoa,7
2022-05-22,MA_Blenheim,47
2022-05-22,MA_Picton,2
2022-05-22,MW_Dannevirke,2
2022-05-22,MW_Eketahuna,0
2022-05-22,MW_Feilding,8
2022-05-22,MW_Levin,6
2022-05-22,MW_Pahiatua,1
2022-05-22,MW_PalmerstonNorth,205
2022-05-22,MW_Taumarunui,3
2022-05-22,MW_Whanganui,81
2022-05-22,MW_Woodville,1
2022-05-22,NE_BellIsland,47
2022-05-22,NE_Nelson,130
2022-05-22,NO_Ahipara,1
2022-05-22,NO_Dargaville,1
2022-05-22,NO_Hikurangi,1
2022-05-22,NO_Kaikohe,2
2022-05-22,NO_Kaitaia,2
2022-05-22,NO_Kawakawa,0
2022-05-22,NO_Kerikeri,1
2022-05-22,NO_Mangawhai,4
2022-05-22,NO_Maungaturoto,1
2022-05-22,NO_Paihia,1
2022-05-22,NO_Ruakaka,2
2022-05-22,NO_Whangarei,162
2022-05-22,OT_Alexandra,4
2022-05-22,OT_Balclutha,1
2022-05-22,OT_Cromwell,5
2022-05-22,OT_DunedinTahuna,348
2022-05-22,OT_GreenIsland,279
2022-05-22,OT_Mosgiel,279
2022-05-22,OT_Oamaru,21
2022-05-22,OT_Queenstown,15
2022-05-22,OT_Wanaka,4
2022-05-22,SO_Bluff,1
2022-05-22,SO_Gore,8
2022-05-22,SO_Invercargill,67
2022-05-22,TK_Eltham,9
2022-05-22,TK_Hawera,9
2022-05-22,TK_NewPlymouth,181
2022-05-22,TK_Opunake,0
2022-05-22,TK_Patea,1
2022-05-22,TK_Stratford,5
2022-05-22,TS_Motueka,4
2022-05-22,WC_Greymouth,60
2022-05-22,WC_Hokitika,5
2022-05-22,WC_Reefton,0
2022-05-22,WC_Westport,2
2022-05-22,WG_Carterton,4
2022-05-22,WG_Featherston,2
2022-05-22,WG_Greytown,2
2022-05-22,WG_Karori,21
2022-05-22,WG_Martinborough,0
2022-05-22,WG_Masterton,16
2022-05-22,WG_MoaPoint,281
2022-05-22,WG_Otaki,2
2022-05-22,WG_Paraparaumu,33
2022-05-22,WG_Porirua,111
2022-05-22,WG_Seaview,330
2022-05-22,WK_Cambridge,16
2022-05-22,WK_Hamilton,430
2022-05-22,WK_Ngatea,1
2022-05-22,WK_Otorohanga,3
2022-05-22,WK_Paeroa,4
2022-05-22,WK_Taupo,26
2022-05-22,WK_TeAwamutu,9
2022-05-22,WK_Thames,3
2022-05-22,WK_Tokoroa,4
2022-05-22,WK_Turangi,1
2022-05-22,WK_Whangamata,1
2022-05-22,WK_Whitianga,2
2022-05-29,AU_ArmyBay,59
2022-05-29,AU_Beachlands,17
2022-05-29,AU_ClarksBeach,1
2022-05-29,AU_Eastern,1168
2022-05-29,AU_Helensville,0
2022-05-29,AU_Pukekohe,9
2022-05-29,AU_Rosedale,426
2022-05-29,AU_SnellsAlgies,2
2022-05-29,AU_SouthWestern,88
2022-05-29,AU_Waiuku,8
2022-05-29,AU_Warkworth,2
2022-05-29,AU_Wellsford,1
2022-05-29,AU_Western,467
2022-05-29,BP_Katikati,1
2022-05-29,BP_Kawerau,1
2022-05-29,BP_Opotiki,1
2022-05-29,BP_Rotorua,76
2022-05-29,BP_Tauranga,148
2022-05-29,BP_TeMaunga,31
2022-05-29,BP_TePuke,1
2022-05-29,BP_WaihiBeach,1
2022-05-29,BP_Whakatane,4
2022-05-29,CA_Amberley,2
2022-05-29,CA_Ashburton,26
2022-05-29,CA_Christchurch,933
2022-05-29,CA_Kaiapoi,5
2022-05-29,CA_Kaikoura,2
2022-05-29,CA_Leeston,3
2022-05-29,CA_Rangiora,7
2022-05-29,CA_Rolleston,14
2022-05-29,CA_Timaru,105
2022-05-29,CA_Woodend,0
2022-05-29,GI_Gisborne,33
2022-05-29,HB_Hastings,58
2022-05-29,HB_Napier,78
2022-05-29,HB_Waipawa,2
2022-05-29,HB_Waipukurau,4
2022-05-29,HB_Wairoa,6
2022-05-29,MA_Blenheim,44
2022-05-29,MA_Picton,4
2022-05-29,MW_Dannevirke,1
2022-05-29,MW_Eketahuna,0
2022-05-29,MW_Feilding,9
2022-05-29,MW_Levin,5
2022-05-29,MW_Pahiatua,1
2022-05-29,MW_PalmerstonNorth,173
2022-05-29,MW_Taumarunui,2
2022-05-29,MW_Whanganui,62
2022-05-29,MW_Woodville,0
2022-05-29,NE_BellIsland,73
2022-05-29,NE_Nelson,130
2022-05-29,NO_Ahipara,0
2022-05-29,NO_Dargaville,2
2022-05-29,NO_Hikurangi,1
2022-05-29,NO_Kaikohe,1
2022-05-29,NO_Kaitaia,3
2022-05-29,NO_Kawakawa,1
2022-05-29,NO_Kerikeri,1
2022-05-29,NO_Mangawhai,4
2022-05-29,NO_Maungaturoto,0
2022-05-29,NO_Paihia,1
2022-05-29,NO_Ruakaka,1
2022-05-29,NO_Whangarei,144
2022-05-29,OT_Alexandra,4
2022-05-29,OT_Balclutha,1
2022-05-29,OT_Cromwell,4
2022-05-29,OT_DunedinTahuna,288
2022-05-29,OT_GreenIsland,221
2022-05-29,OT_Mosgiel,221
2022-05-29,OT_Oamaru,19
2022-05-29,OT_Queenstown,17
2022-05-29,OT_Wanaka,7
2022-05-29,SO_Bluff,1
2022-05-29,SO_Gore,6
2022-05-29,SO_Invercargill,50
2022-05-29,TK_Eltham,8
2022-05-29,TK_Hawera,8
2022-05-29,TK_NewPlymouth,168
2022-05-29,TK_Opunake,1
2022-05-29,TK_Patea,1
2022-05-29,TK_Stratford,4
2022-05-29,TS_Motueka,5
2022-05-29,WC_Greymouth,54
2022-05-29,WC_Hokitika,3
2022-05-29,WC_Reefton,2
2022-05-29,WC_Westport,10
2022-05-29,WG_Carterton,3
2022-05-29,WG_Featherston,2
2022-05-29,WG_Greytown,3
2022-05-29,WG_Karori,29
2022-05-29,WG_Martinborough,2
2022-05-29,WG_Masterton,16
2022-05-29,WG_MoaPoint,311
2022-05-29,WG_Otaki,4
2022-05-29,WG_Paraparaumu,46
2022-05-29,WG_Porirua,127
2022-05-29,WG_Seaview,281
2022-05-29,WK_Cambridge,13
2022-05-29,WK_Hamilton,374
2022-05-29,WK_Ngatea,1
2022-05-29,WK_Otorohanga,1
2022-05-29,WK_Paeroa,4
2022-05-29,WK_Taupo,26
2022-05-29,WK_TeAwamutu,9
2022-05-29,WK_Thames,3
2022-05-29,WK_Tokoroa,3
2022-05-29,WK_Turangi,3
2022-05-29,WK_Whangamata,1
2022-05-29,WK_Whitianga,1
2022-06-05,AU_ArmyBay,64
2022-06-05,AU_Beachlands,14
2022-06-05,AU_ClarksBeach,1
2022-06-05,AU_Eastern,1059
2022-06-05,AU_Helensville,2
2022-06-05,AU_Pukekohe,9
2022-06-05,AU_Rosedale,366
2022-06-05,AU_SnellsAlgies,2
2022-06-05,AU_SouthWestern,72
2022-06-05,AU_Waiuku,4
2022-06-05,AU_Warkworth,3
2022-06-05,AU_Wellsford,2
2022-06-05,AU_Western,422
2022-06-05,BP_Katikati,1
2022-06-05,BP_Kawerau,1
2022-06-05,BP_Opotiki,0
2022-06-05,BP_Rotorua,60
2022-06-05,BP_Tauranga,141
2022-06-05,BP_TeMaunga,33
2022-06-05,BP_TePuke,1
2022-06-05,BP_WaihiBeach,0
2022-06-05,BP_Whakatane,3
2022-06-05,CA_Amberley,1
2022-06-05,CA_Ashburton,26
2022-06-05,CA_Christchurch,925
2022-06-05,CA_Kaiapoi,4
2022-06-05,CA_Kaikoura,2
2022-06-05,CA_Leeston,2
2022-06-05,CA_Rangiora,7
2022-06-05,CA_Rolleston,17
2022-06-05,CA_Timaru,91
2022-06-05,CA_Woodend,1
2022-06-05,GI_Gisborne,32
2022-06-05,HB_Hastings,74
2022-06-05,HB_Mahia,0
2022-06-05,HB_Napier,66
2022-06-05,HB_Waipawa,2
2022-06-05,HB_Waipukurau,4
2022-06-05,HB_Wairoa,2
2022-06-05,MA_Blenheim,42
2022-06-05,MA_Picton,1
2022-06-05,MW_Dannevirke,2
2022-06-05,MW_Eketahuna,1
2022-06-05,MW_Feilding,10
2022-06-05,MW_Levin,7
2022-06-05,MW_Pahiatua,1
2022-06-05,MW_PalmerstonNorth,188
2022-06-05,MW_Taumarunui,2
2022-06-05,MW_Whanganui,67
2022-06-05,MW_Woodville,0
2022-06-05,NE_BellIsland,71
2022-06-05,NE_Nelson,130
2022-06-05,NO_Ahipara,1
2022-06-05,NO_Dargaville,2
2022-06-05,NO_Hikurangi,0
2022-06-05,NO_Kaikohe,2
2022-06-05,NO_Kaitaia,1
2022-06-05,NO_Kawakawa,0
2022-06-05,NO_Kerikeri,2
2022-06-05,NO_Mangawhai,1
2022-06-05,NO_Paihia,0
2022-06-05,NO_Rawene,0
2022-06-05,NO_Ruakaka,0
2022-06-05,NO_Whangarei,122
2022-06-05,OT_Alexandra,4
2022-06-05,OT_Balclutha,2
2022-06-05,OT_Cromwell,3
2022-06-05,OT_DunedinTahuna,275
2022-06-05,OT_GreenIsland,212
2022-06-05,OT_Mosgiel,212
2022-06-05,OT_Oamaru,28
2022-06-05,OT_Queenstown,16
2022-06-05,OT_Wanaka,6
2022-06-05,SO_Bluff,0
2022-06-05,SO_Gore,7
2022-06-05,SO_Invercargill,57
2022-06-05,TK_Eltham,8
2022-06-05,TK_Hawera,8
2022-06-05,TK_NewPlymouth,141
2022-06-05,TK_Opunake,1
2022-06-05,TK_Patea,1
2022-06-05,TK_Stratford,3
2022-06-05,TS_Motueka,5
2022-06-05,WC_Greymouth,51
2022-06-05,WC_Hokitika,2
2022-06-05,WC_Reefton,2
2022-06-05,WC_Westport,8
2022-06-05,WG_Carterton,2
2022-06-05,WG_Featherston,1
2022-06-05,WG_Greytown,1
2022-06-05,WG_Karori,22
2022-06-05,WG_Martinborough,1
2022-06-05,WG_Masterton,14
2022-06-05,WG_MoaPoint,329
2022-06-05,WG_Otaki,3
2022-06-05,WG_Paraparaumu,57
2022-06-05,WG_Porirua,135
2022-06-05,WG_Seaview,307
2022-06-05,WK_Cambridge,13
2022-06-05,WK_Hamilton,365
2022-06-05,WK_Ngatea,0
2022-06-05,WK_Otorohanga,5
2022-06-05,WK_Paeroa,6
2022-06-05,WK_Taupo,20
2022-06-05,WK_TeAwamutu,8
2022-06-05,WK_Thames,3
2022-06-05,WK_Tokoroa,6
2022-06-05,WK_Turangi,1
2022-06-05,WK_Whangamata,2
2022-06-05,WK_Whitianga,2
2022-06-12,AU_ArmyBay,53
2022-06-12,AU_Beachlands,10
2022-06-12,AU_ClarksBeach,0
2022-06-12,AU_Eastern,886
2022-06-12,AU_Helensville,1
2022-06-12,AU_Pukekohe,7
2022-06-12,AU_Rosedale,305
2022-06-12,AU_SnellsAlgies,1
2022-06-12,AU_SouthWestern,72
2022-06-12,AU_Waiuku,4
2022-06-12,AU_Warkworth,2
2022-06-12,AU_Wellsford,1
2022-06-12,AU_Western,361
2022-06-12,BP_Katikati,0
2022-06-12,BP_Kawerau,1
2022-06-12,BP_Opotiki,0
2022-06-12,BP_Rotorua,59
2022-06-12,BP_Tauranga,148
2022-06-12,BP_TeMaunga,32
2022-06-12,BP_TePuke,1
2022-06-12,BP_Whakatane,4
2022-06-12,CA_Amberley,1
2022-06-12,CA_Ashburton,24
2022-06-12,CA_Christchurch,787
2022-06-12,CA_Kaiapoi,3
2022-06-12,CA_Kaikoura,1
2022-06-12,CA_Leeston,1
2022-06-12,CA_Rangiora,8
2022-06-12,CA_Rolleston,14
2022-06-12,CA_Timaru,66
2022-06-12,CA_Woodend,2
2022-06-12,GI_Gisborne,25
2022-06-12,HB_Hastings,63
2022-06-12,HB_Mahia,0
2022-06-12,HB_Napier,65
2022-06-12,HB_Waipawa,3
2022-06-12,HB_Waipukurau,4
2022-06-12,HB_Wairoa,3
2022-06-12,MA_Blenheim,36
2022-06-12,MA_Picton,2
2022-06-12,MW_Dannevirke,2
2022-06-12,MW_Eketahuna,1
2022-06-12,MW_Feilding,11
2022-06-12,MW_Levin,6
2022-06-12,MW_Pahiatua,1
2022-06-12,MW_PalmerstonNorth,189
2022-06-12,MW_Taumarunui,3
2022-06-12,MW_Whanganui,74
2022-06-12,MW_Woodville,0
2022-06-12,NE_BellIsland,57
2022-06-12,NE_Nelson,120
2022-06-12,NO_Ahipara,0
2022-06-12,NO_Dargaville,0
2022-06-12,NO_Hikurangi,0
2022-06-12,NO_Kaeo,1
2022-06-12,NO_Kaikohe,1
2022-06-12,NO_Kaitaia,1
2022-06-12,NO_Kerikeri,1
2022-06-12,NO_Mangawhai,1
2022-06-12,NO_Maungaturoto,0
2022-06-12,NO_Paihia,0
2022-06-12,NO_Rawene,0
2022-06-12,NO_Ruakaka,0
2022-06-12,NO_Whangarei,99
2022-06-12,OT_Alexandra,7
2022-06-12,OT_Balclutha,1
2022-06-12,OT_Cromwell,3
2022-06-12,OT_DunedinTahuna,256
2022-06-12,OT_GreenIsland,205
2022-06-12,OT_Mosgiel,205
2022-06-12,OT_Oamaru,23
2022-06-12,OT_Queenstown,14
2022-06-12,OT_Wanaka,4
2022-06-12,SO_Bluff,0
2022-06-12,SO_Gore,9
2022-06-12,SO_Invercargill,62
2022-06-12,TK_Eltham,9
2022-06-12,TK_Hawera,9
2022-06-12,TK_NewPlymouth,139
2022-06-12,TK_Opunake,0
2022-06-12,TK_Patea,1
2022-06-12,TK_Stratford,4
2022-06-12,TS_Motueka,4
2022-06-12,WC_Greymouth,45
2022-06-12,WC_Hokitika,3
2022-06-12,WC_Reefton,2
2022-06-12,WC_Westport,6
2022-06-12,WG_Carterton,1
2022-06-12,WG_Featherston,0
2022-06-12,WG_Greytown,1
2022-06-12,WG_Karori,23
2022-06-12,WG_Martinborough,1
2022-06-12,WG_Masterton,15
2022-06-12,WG_MoaPoint,314
2022-06-12,WG_Otaki,8
2022-06-12,WG_Paraparaumu,59
2022-06-12,WG_Porirua,140
2022-06-12,WG_Seaview,341
2022-06-12,WK_Cambridge,7
2022-06-12,WK_Hamilton,318
2022-06-12,WK_Ngatea,0
2022-06-12,WK_Otorohanga,2
2022-06-12,WK_Paeroa,4
2022-06-12,WK_Taupo,17
2022-06-12,WK_TeAwamutu,7
2022-06-12,WK_Thames,2
2022-06-12,WK_Tokoroa,2
2022-06-12,WK_Turangi,1
2022-06-12,WK_Whangamata,2
2022-06-12,WK_Whitianga,2
2022-06-19,AU_ArmyBay,41
2022-06-19,AU_Beachlands,10
2022-06-19,AU_ClarksBeach,0
2022-06-19,AU_Eastern,767
2022-06-19,AU_Helensville,1
2022-06-19,AU_Pukekohe,9
2022-06-19,AU_Rosedale,258
2022-06-19,AU_SnellsAlgies,1
2022-06-19,AU_SouthWestern,63
2022-06-19,AU_Waiuku,4
2022-06-19,AU_Warkworth,0
2022-06-19,AU_Wellsford,1
2022-06-19,AU_Western,315
2022-06-19,BP_Katikati,1
2022-06-19,BP_Kawerau,2
2022-06-19,BP_Opotiki,0
2022-06-19,BP_Rotorua,52
2022-06-19,BP_Tauranga,128
2022-06-19,BP_TeMaunga,24
2022-06-19,BP_TePuke,1
2022-06-19,BP_WaihiBeach,0
2022-06-19,BP_Whakatane,5
2022-06-19,CA_Amberley,1
2022-06-19,CA_Ashburton,12
2022-06-19,CA_Christchurch,651
2022-06-19,CA_Kaiapoi,3
2022-06-19,CA_Kaikoura,2
2022-06-19,CA_Leeston,1
2022-06-19,CA_Rangiora,7
2022-06-19,CA_Rolleston,12
2022-06-19,CA_Timaru,52
2022-06-19,CA_Woodend,1
2022-06-19,GI_Gisborne,29
2022-06-19,HB_Hastings,53
2022-06-19,HB_Napier,50
2022-06-19,HB_Waipawa,1
2022-06-19,HB_Waipukurau,5
2022-06-19,HB_Wairoa,2
2022-06-19,MA_Blenheim,23
2022-06-19,MA_Picton,2
2022-06-19,MW_Dannevirke,2
2022-06-19,MW_Eketahuna,0
2022-06-19,MW_Feilding,6
2022-06-19,MW_Levin,5
2022-06-19,MW_Pahiatua,3
2022-06-19,MW_PalmerstonNorth,137
2022-06-19,MW_Taumarunui,1
2022-06-19,MW_Whanganui,47
2022-06-19,MW_Woodville,0
2022-06-19,NE_BellIsland,54
2022-06-19,NE_Nelson,103
2022-06-19,NO_Dargaville,1
2022-06-19,NO_Hikurangi,1
2022-06-19,NO_Kaikohe,1
2022-06-19,NO_Kerikeri,1
2022-06-19,NO_Mangawhai,1
2022-06-19,NO_Maungaturoto,0
2022-06-19,NO_Paihia,1
2022-06-19,NO_Ruakaka,1
2022-06-19,NO_Whangarei,92
2022-06-19,OT_Alexandra,6
2022-06-19,OT_Balclutha,1
2022-06-19,OT_Cromwell,2
2022-06-19,OT_DunedinTahuna,237
2022-06-19,OT_GreenIsland,185
2022-06-19,OT_Mosgiel,185
2022-06-19,OT_Oamaru,23
2022-06-19,OT_Queenstown,18
2022-06-19,OT_Wanaka,4
2022-06-19,SO_Bluff,1
2022-06-19,SO_Gore,6
2022-06-19,SO_Invercargill,46
2022-06-19,TK_Eltham,6
2022-06-19,TK_Hawera,6
2022-06-19,TK_NewPlymouth,124
2022-06-19,TK_Opunake,0
2022-06-19,TK_Patea,0
2022-06-19,TK_Stratford,3
2022-06-19,TS_Motueka,4
2022-06-19,WC_Greymouth,28
2022-06-19,WC_Hokitika,2
2022-06-19,WC_Reefton,1
2022-06-19,WC_Westport,2
2022-06-19,WG_Carterton,3
2022-06-19,WG_Featherston,1
2022-06-19,WG_Greytown,0
2022-06-19,WG_Karori,20
2022-06-19,WG_Martinborough,1
2022-06-19,WG_Masterton,17
2022-06-19,WG_MoaPoint,234
2022-06-19,WG_Otaki,3
2022-06-19,WG_Paraparaumu,42
2022-06-19,WG_Porirua,102
2022-06-19,WG_Seaview,272
2022-06-19,WK_Cambridge,9
