SampleLocation,sars_gcl,Collected,Result,copies_per_day_per_person
AU_ArmyBay,0,2021-08-17,Not detected,0
AU_ArmyBay,0,2021-09-02,Not detected,0
AU_ArmyBay,0,2021-09-14,Not detected,0
AU_ArmyBay,0,2021-09-16,Not detected,0
AU_ArmyBay,0,2021-09-21,Not detected,0
AU_ArmyBay,0,2021-09-23,Not detected,0
AU_ArmyBay,0,2021-09-28,Not detected,0
AU_ArmyBay,0,2021-09-30,Not detected,0
AU_ArmyBay,500,2021-10-05,Detected,134070
AU_ArmyBay,0,2021-10-07,Not detected,0
AU_ArmyBay,500,2021-10-12,Detected,134070
AU_ArmyBay,9012.31,2021-10-14,Detected,2416564
AU_ArmyBay,6117.02,2021-10-19,Detected,1640220
AU_ArmyBay,2257.25,2021-10-21,Detected,605259
AU_ArmyBay,776.05,2021-10-26,Detected,208090
AU_ArmyBay,1039.89,2021-11-02,Detected,278836
AU_ArmyBay,1249.1,2021-11-04,Detected,334934
AU_ArmyBay,2971.61,2021-11-11,Detected,796808
AU_ArmyBay,0,2021-11-16,Not detected,0
AU_ArmyBay,2600.35,2021-11-23,Detected,697258
AU_ArmyBay,500,2021-11-30,Detected,134070
AU_ArmyBay,0,2021-12-07,Not detected,0
AU_ArmyBay,500,2021-12-14,Detected,134070
AU_ArmyBay,500,2021-12-29,Detected,134070
AU_ArmyBay,0,2022-01-11,Not detected,0
AU_ArmyBay,0,2022-01-25,Not detected,0
AU_ArmyBay,0,2022-02-01,Not detected,0
AU_ArmyBay,0,2022-02-08,Not detected,0
AU_ArmyBay,1133.61,2022-02-15,Detected,303966
AU_ArmyBay,500,2022-02-22,Detected,134070
AU_ArmyBay,21249.89,2022-02-24,Detected,5697953
AU_ArmyBay,30291.73,2022-03-01,Detected,8122435
AU_ArmyBay,171569.56,2022-03-04,Detected,46004726
AU_ArmyBay,126930.25,2022-03-08,Detected,34035125
AU_ArmyBay,64868.1,2022-03-11,Detected,17393756
AU_ArmyBay,19854.95,2022-03-18,Detected,5323913
AU_ArmyBay,0,2022-03-25,Not detected,0
AU_ArmyBay,27749.88,2022-04-01,Detected,7440863
AU_ArmyBay,19712.84,2022-04-05,Detected,5285808
AU_ArmyBay,7766.19,2022-04-08,Detected,2082429
AU_ArmyBay,22019.16,2022-06-14,Detected,5904225
AU_ArmyBay,56736.48,2022-07-19,Detected,15213341
AU_ArmyBay,11397.68,2022-08-30,Detected,3056178
AU_ArmyBay,2701.01,2022-09-20,Detected,724249
AU_ArmyBay,13009.39,2022-09-27,Detected,3488342
AU_ArmyBay,45597.05,2022-10-04,Detected,12226410
AU_ArmyBay,9629.81,2022-10-25,Detected,2582140
AU_ArmyBay,11926.08,2022-11-22,Detected,3197863
AU_ArmyBay,93681.32,2022-11-29,Detected,25119744
AU_ArmyBay,41484.38,2022-12-13,Detected,11123637
AU_ArmyBay,45009.23,2022-12-20,Detected,12068791
AU_ArmyBay,5780.83,2023-01-10,Detected,1550073
AU_ArmyBay,4575.26,2023-01-17,Detected,1226811
AU_ArmyBay,5134.01,2023-01-24,Detected,1376635
AU_ArmyBay,500,2023-01-31,Detected,134070
AU_ArmyBay,14259,2023-02-14,Detected,3823413
AU_ArmyBay,6993,2023-02-21,Detected,1875105
AU_ArmyBay,3891,2023-02-28,Detected,1043334
AU_ArmyBay,8288,2023-03-14,Detected,2222347
AU_ArmyBay,18761.68,2023-03-21,Detected,5030763
AU_Beachlands,0,2021-08-18,Not detected,0
AU_Beachlands,0,2021-09-15,Not detected,0
AU_Beachlands,0,2021-09-17,Not detected,0
AU_Beachlands,0,2021-09-22,Not detected,0
AU_Beachlands,0,2021-09-24,Not detected,0
AU_Beachlands,0,2021-09-29,Not detected,0
AU_Beachlands,0,2021-10-01,Not detected,0
AU_Beachlands,28334.54,2021-10-06,Detected,7123023
AU_Beachlands,2450.15,2021-10-08,Detected,615943
AU_Beachlands,500,2021-10-13,Detected,125695
AU_Beachlands,1022.3,2021-10-15,Detected,256996
AU_Beachlands,500,2021-10-20,Detected,125695
AU_Beachlands,500,2021-10-22,Detected,125695
AU_Beachlands,0,2021-10-27,Not detected,0
AU_Beachlands,0,2021-11-03,Not detected,0
AU_Beachlands,0,2021-11-05,Not detected,0
AU_Beachlands,0,2021-11-10,Not detected,0
AU_Beachlands,0,2021-11-12,Not detected,0
AU_Beachlands,0,2021-11-17,Not detected,0
AU_Beachlands,0,2021-11-24,Not detected,0
AU_Beachlands,0,2021-12-01,Not detected,0
AU_Beachlands,0,2021-12-08,Not detected,0
AU_Beachlands,0,2021-12-15,Not detected,0
AU_Beachlands,0,2022-01-05,Not detected,0
AU_Beachlands,0,2022-01-19,Not detected,0
AU_Beachlands,0,2022-01-24,Not detected,0
AU_Beachlands,0,2022-01-26,Not detected,0
AU_Beachlands,0,2022-01-31,Not detected,0
AU_Beachlands,0,2022-02-07,Not detected,0
AU_Beachlands,0,2022-02-09,Not detected,0
AU_Beachlands,500,2022-02-14,Detected,125695
AU_Beachlands,7058.15,2022-02-16,Detected,1774349
AU_Beachlands,31021.92,2022-02-21,Detected,7798604
AU_Beachlands,521.89,2022-02-23,Detected,131197
AU_Beachlands,106415.06,2022-02-28,Detected,26751695
AU_Beachlands,10346.56,2022-03-02,Detected,2601023
AU_Beachlands,58966.39,2022-03-07,Detected,14823568
AU_Beachlands,6765.83,2022-03-16,Detected,1700862
AU_Beachlands,17951.31,2022-03-23,Detected,4512782
AU_Beachlands,54712,2022-03-30,Detected,13754056
AU_Beachlands,12146.76,2022-04-06,Detected,3053575
AU_Beachlands,9256.2,2022-04-13,Detected,2326917
AU_Beachlands,13289.47,2022-04-20,Detected,3340841
AU_Beachlands,50185.96,2022-04-27,Detected,12616254
AU_Beachlands,25969.61,2022-05-04,Detected,6528503
AU_Beachlands,15033.2,2022-05-11,Detected,3779198
AU_Beachlands,30683.64,2022-05-18,Detected,7713564
AU_Beachlands,23510.31,2022-05-25,Detected,5910259
AU_Beachlands,500,2022-06-01,Detected,125695
AU_Beachlands,28161.32,2022-06-08,Detected,7079477
AU_Beachlands,6634.5,2022-06-15,Detected,1667847
AU_Beachlands,67424.99,2022-06-22,Detected,16949976
AU_Beachlands,69098.92,2022-06-29,Detected,17370786
AU_Beachlands,58441.61,2022-07-06,Detected,14691643
AU_Beachlands,91282.08,2022-07-13,Detected,22947413
AU_Beachlands,32030.84,2022-07-20,Detected,8052236
AU_Beachlands,30438.21,2022-07-27,Detected,7651865
AU_Beachlands,17602.65,2022-08-03,Detected,4425132
AU_Beachlands,2214.28,2022-08-10,Detected,556648
AU_Beachlands,29006.89,2022-08-17,Detected,7292045
AU_Beachlands,22640.24,2022-08-24,Detected,5691532
AU_Beachlands,11889.48,2022-08-31,Detected,2988897
AU_Beachlands,4897.09,2022-09-07,Detected,1231080
AU_Beachlands,3831.14,2022-09-14,Detected,963110
AU_Beachlands,8247.39,2022-09-21,Detected,2073312
AU_Beachlands,37106.66,2022-09-28,Detected,9328247
AU_Beachlands,14728.71,2022-10-05,Detected,3702652
AU_Beachlands,17564.48,2022-10-12,Detected,4415536
AU_Beachlands,500,2022-10-19,Detected,125695
AU_Beachlands,22922.31,2022-10-26,Detected,5762442
AU_Beachlands,5773.82,2022-11-02,Detected,1451481
AU_Beachlands,4908.46,2022-11-09,Detected,1233938
AU_Beachlands,5030.56,2022-11-16,Detected,1264633
AU_Beachlands,5141.32,2022-11-23,Detected,1292477
AU_Beachlands,30610.22,2022-11-30,Detected,7695107
AU_Beachlands,15616.72,2022-12-07,Detected,3925889
AU_Beachlands,8051.68,2022-12-14,Detected,2024112
AU_Beachlands,27473.17,2022-12-21,Detected,6906483
AU_Beachlands,1808.3,2023-01-11,Detected,454588
AU_Beachlands,6133.46,2023-01-18,Detected,1541891
AU_Beachlands,2999.34,2023-01-25,Detected,754004
AU_Beachlands,500,2023-02-01,Detected,125695
AU_Beachlands,1173,2023-02-08,Detected,294880
AU_Beachlands,500,2023-02-15,Detected,125695
AU_Beachlands,11793,2023-02-22,Detected,2964643
AU_Beachlands,500,2023-03-01,Detected,125695
AU_Beachlands,3856,2023-03-08,Detected,969360
AU_Beachlands,1298,2023-03-15,Detected,326304
AU_Beachlands,2061.13,2023-03-22,Detected,518147
AU_ClarksBeach,0,2021-09-15,Not detected,0
AU_ClarksBeach,0,2021-09-22,Not detected,0
AU_ClarksBeach,0,2021-09-29,Not detected,0
AU_ClarksBeach,0,2021-10-06,Not detected,0
AU_ClarksBeach,0,2021-10-13,Not detected,0
AU_ClarksBeach,0,2021-10-20,Not detected,0
AU_ClarksBeach,0,2021-10-27,Not detected,0
AU_ClarksBeach,0,2021-11-03,Not detected,0
AU_ClarksBeach,1540.46,2021-11-10,Detected,281444
AU_ClarksBeach,0,2021-11-17,Not detected,0
AU_ClarksBeach,500,2021-11-24,Detected,91350
AU_ClarksBeach,500,2021-12-01,Detected,91350
AU_ClarksBeach,0,2021-12-08,Not detected,0
AU_ClarksBeach,0,2021-12-15,Not detected,0
AU_ClarksBeach,0,2022-01-05,Not detected,0
AU_ClarksBeach,0,2022-01-12,Not detected,0
AU_ClarksBeach,0,2022-01-19,Not detected,0
AU_ClarksBeach,0,2022-01-26,Not detected,0
AU_ClarksBeach,0,2022-02-02,Not detected,0
AU_ClarksBeach,0,2022-02-09,Not detected,0
AU_ClarksBeach,500,2022-02-16,Detected,91350
AU_ClarksBeach,126398.07,2022-02-23,Detected,23093100
AU_ClarksBeach,44035.48,2022-03-02,Detected,8045342
AU_ClarksBeach,120612.07,2022-03-09,Detected,22035990
AU_ClarksBeach,3298.6,2022-03-16,Detected,602658
AU_ClarksBeach,8336.72,2022-03-23,Detected,1523130
AU_ClarksBeach,51996,2022-03-30,Detected,9499740
AU_ClarksBeach,37051.14,2022-04-06,Detected,6769294
AU_ClarksBeach,232836.37,2022-04-13,Detected,42539523
AU_ClarksBeach,6928.26,2022-04-20,Detected,1265802
AU_ClarksBeach,226316.04,2022-04-27,Detected,41348250
AU_ClarksBeach,10207.59,2022-05-04,Detected,1864940
AU_ClarksBeach,1474.11,2022-05-11,Detected,269321
AU_ClarksBeach,500,2022-05-18,Detected,91350
AU_ClarksBeach,500,2022-05-25,Detected,91350
AU_ClarksBeach,1876.92,2022-06-01,Detected,342915
AU_ClarksBeach,15233.74,2022-06-08,Detected,2783225
AU_ClarksBeach,157861.4,2022-06-15,Detected,28841494
AU_ClarksBeach,345974.6,2022-06-29,Detected,63210033
AU_ClarksBeach,151649.63,2022-07-06,Detected,27706595
AU_ClarksBeach,5444.12,2022-07-27,Detected,994648
AU_ClarksBeach,4002.12,2022-08-03,Detected,731192
AU_ClarksBeach,16145.26,2022-09-28,Detected,2949761
AU_Eastern,0,2021-06-02,Not detected,0
AU_Eastern,0,2021-06-07,Not detected,0
AU_Eastern,0,2021-06-09,Not detected,0
AU_Eastern,0,2021-06-14,Not detected,0
AU_Eastern,0,2021-06-16,Not detected,0
AU_Eastern,0,2021-06-21,Not detected,0
AU_Eastern,0,2021-06-23,Not detected,0
AU_Eastern,0,2021-06-28,Not detected,0
AU_Eastern,0,2021-06-30,Not detected,0
AU_Eastern,0,2021-07-05,Not detected,0
AU_Eastern,0,2021-07-07,Not detected,0
AU_Eastern,0,2021-07-12,Not detected,0
AU_Eastern,0,2021-07-21,Not detected,0
AU_Eastern,0,2021-07-26,Not detected,0
AU_Eastern,0,2021-07-28,Not detected,0
AU_Eastern,0,2021-08-02,Not detected,0
AU_Eastern,0,2021-08-09,Not detected,0
AU_Eastern,0,2021-08-11,Not detected,0
AU_Eastern,500,2021-08-16,Detected,138197
AU_Eastern,0,2021-08-18,Not detected,0
AU_Eastern,1722.9,2021-08-20,Detected,476199
AU_Eastern,802.71,2021-08-21,Detected,221864
AU_Eastern,984.56,2021-08-22,Detected,272126
AU_Eastern,1065.27,2021-08-23,Detected,294434
AU_Eastern,2600.35,2021-08-26,Detected,718721
AU_Eastern,2707.01,2021-08-27,Detected,748201
AU_Eastern,895.45,2021-08-30,Detected,247497
AU_Eastern,1281.65,2021-08-31,Detected,354240
AU_Eastern,872.71,2021-09-02,Detected,241211
AU_Eastern,500,2021-09-03,Detected,138197
AU_Eastern,970.42,2021-09-06,Detected,268218
AU_Eastern,3662.47,2021-09-08,Detected,1012285
AU_Eastern,500,2021-09-10,Detected,138197
AU_Eastern,500,2021-09-13,Detected,138197
AU_Eastern,500,2021-09-15,Detected,138197
AU_Eastern,745.95,2021-09-17,Detected,206176
AU_Eastern,1649.7,2021-09-20,Detected,455967
AU_Eastern,1101.86,2021-09-22,Detected,304547
AU_Eastern,500,2021-09-24,Detected,138197
AU_Eastern,2327.27,2021-09-27,Detected,643243
AU_Eastern,791.67,2021-09-29,Detected,218812
AU_Eastern,0,2021-10-01,Not detected,0
AU_Eastern,901.23,2021-10-04,Detected,249094
AU_Eastern,1038.87,2021-10-06,Detected,287137
AU_Eastern,500,2021-10-08,Detected,138197
AU_Eastern,2418.84,2021-10-11,Detected,668553
AU_Eastern,980.88,2021-10-13,Detected,271109
AU_Eastern,606.21,2021-10-15,Detected,167552
AU_Eastern,4345.81,2021-10-18,Detected,1201156
AU_Eastern,5043.6,2021-10-21,Detected,1394021
AU_Eastern,4219.17,2021-10-27,Detected,1166153
AU_Eastern,4594.5,2021-11-01,Detected,1269892
AU_Eastern,2621.34,2021-11-04,Detected,724522
AU_Eastern,500,2021-11-08,Detected,138197
AU_Eastern,8840.08,2021-11-18,Detected,2443346
AU_Eastern,5439.54,2021-11-22,Detected,1503456
AU_Eastern,1705.45,2021-12-08,Detected,471376
AU_Eastern,500,2021-12-15,Detected,138197
AU_Eastern,1669.27,2021-12-22,Detected,461376
AU_Eastern,500,2021-12-29,Detected,138197
AU_Eastern,500,2022-01-25,Detected,138197
AU_Eastern,5462.91,2022-02-01,Detected,1509916
AU_Eastern,250603.45,2022-02-23,Detected,69265319
AU_Eastern,39535.79,2022-02-28,Detected,10927459
AU_Eastern,171945.89,2022-03-07,Detected,47524832
AU_Eastern,118811.79,2022-03-09,Detected,32838879
AU_Eastern,150108.05,2022-03-11,Detected,41488982
AU_Eastern,9941.64,2022-03-14,Detected,2747810
AU_Eastern,22138.93,2022-03-16,Detected,6119070
AU_Eastern,13433.25,2022-03-21,Detected,3712871
AU_Eastern,33911.34,2022-03-23,Detected,9372894
AU_Eastern,10715,2022-03-28,Detected,2961562
AU_Eastern,27251,2022-03-30,Detected,7532016
AU_Eastern,16912.74,2022-04-04,Detected,4674581
AU_Eastern,16031.13,2022-04-06,Detected,4430910
AU_Eastern,10527.42,2022-04-11,Detected,2909716
AU_Eastern,30858.99,2022-04-13,Detected,8529243
AU_Eastern,10020.72,2022-04-18,Detected,2769668
AU_Eastern,13426.66,2022-04-20,Detected,3711049
AU_Eastern,18542.17,2022-04-25,Detected,5124946
AU_Eastern,39410.96,2022-04-27,Detected,10892957
AU_Eastern,5647.46,2022-05-02,Detected,1560924
AU_Eastern,58919.75,2022-05-09,Detected,16285072
AU_Eastern,65105.88,2022-05-11,Detected,17994882
AU_Eastern,29844.03,2022-05-16,Detected,8248714
AU_Eastern,43369.68,2022-05-18,Detected,11987124
AU_Eastern,43676.45,2022-05-23,Detected,12071913
AU_Eastern,47854.66,2022-05-25,Detected,13226746
AU_Eastern,7013.72,2022-05-30,Detected,1938550
AU_Eastern,18808.89,2022-06-01,Detected,5198666
AU_Eastern,34304.74,2022-06-06,Detected,9481628
AU_Eastern,15339.26,2022-06-08,Detected,4239681
AU_Eastern,16421.66,2022-06-13,Detected,4538850
AU_Eastern,13461.66,2022-06-15,Detected,3720723
AU_Eastern,26573.18,2022-06-20,Detected,7344670
AU_Eastern,24758.76,2022-06-22,Detected,6843175
AU_Eastern,38831.38,2022-06-29,Detected,10732765
AU_Eastern,36933.48,2022-07-04,Detected,10208196
AU_Eastern,75293.55,2022-07-11,Detected,20810694
AU_Eastern,30968.62,2022-07-13,Detected,8559544
AU_Eastern,118994,2022-07-25,Detected,32889241
AU_Eastern,17255.41,2022-07-27,Detected,4769293
AU_Eastern,20973.61,2022-08-01,Detected,5796982
AU_Eastern,23381.15,2022-08-03,Detected,6462412
AU_Eastern,46828.34,2022-08-08,Detected,12943077
AU_Eastern,19397.44,2022-08-10,Detected,5361338
AU_Eastern,21912.25,2022-08-17,Detected,6056417
AU_Eastern,18628.08,2022-08-22,Detected,5148691
AU_Eastern,15411.94,2022-08-24,Detected,4259769
AU_Eastern,15102,2022-09-05,Detected,4174103
AU_Eastern,5083.52,2022-09-07,Detected,1405055
AU_Eastern,12332,2022-09-12,Detected,3408492
AU_Eastern,11594.18,2022-09-14,Detected,3204563
AU_Eastern,17198.23,2022-09-19,Detected,4753489
AU_Eastern,6846.31,2022-09-21,Detected,1892279
AU_Eastern,7888.18,2022-09-28,Detected,2180246
AU_Eastern,3431.04,2022-10-03,Detected,948319
AU_Eastern,20174.87,2022-10-05,Detected,5576215
AU_Eastern,20311.27,2022-10-10,Detected,5613915
AU_Eastern,13123.18,2022-10-12,Detected,3627169
AU_Eastern,15739.67,2022-10-19,Detected,4350352
AU_Eastern,16768.28,2022-10-26,Detected,4634653
AU_Eastern,4531.43,2022-10-31,Detected,1252460
AU_Eastern,22413.76,2022-11-07,Detected,6195031
AU_Eastern,1811.97,2022-11-14,Detected,500817
AU_Eastern,7547.67,2022-11-16,Detected,2086131
AU_Eastern,7545.68,2022-11-21,Detected,2085581
AU_Eastern,30804.96,2022-11-28,Detected,8514309
AU_Eastern,32373.08,2022-11-30,Detected,8947728
AU_Eastern,28083.15,2022-12-05,Detected,7762017
AU_Eastern,76932.16,2022-12-07,Detected,21263596
AU_Eastern,38653.3,2022-12-12,Detected,10683544
AU_Eastern,80978.8,2022-12-14,Detected,22382063
AU_Eastern,35100.75,2022-12-21,Detected,9701640
AU_Eastern,24053.37,2022-12-30,Detected,6648209
AU_Eastern,32817.14,2023-01-02,Detected,9070464
AU_Eastern,22662.74,2023-01-04,Detected,6263848
AU_Eastern,17357.57,2023-01-06,Detected,4797530
AU_Eastern,6729.64,2023-01-09,Detected,1860032
AU_Eastern,6748.9,2023-01-11,Detected,1865356
AU_Eastern,2587.85,2023-01-16,Detected,715266
AU_Eastern,8872.64,2023-01-23,Detected,2452345
AU_Eastern,1083,2023-01-30,Detected,299334
AU_Eastern,5550,2023-02-06,Detected,1533987
AU_Eastern,4496,2023-02-08,Detected,1242667
AU_Eastern,2757,2023-02-13,Detected,762018
AU_Eastern,693,2023-02-15,Detected,191541
AU_Eastern,5463,2023-02-20,Detected,1509941
AU_Eastern,6326,2023-02-22,Detected,1748469
AU_Eastern,9250,2023-02-27,Detected,2556645
AU_Eastern,10494,2023-03-06,Detected,2900479
AU_Eastern,11238,2023-03-08,Detected,3106117
AU_Eastern,1188,2023-03-13,Detected,328356
AU_Eastern,4055,2023-03-15,Detected,1120778
AU_Eastern,5427.89,2023-03-20,Detected,1500236
AU_Eastern,3613.74,2023-03-22,Detected,998816
AU_Helensville,0,2021-08-17,Not detected,0
AU_Helensville,0,2021-09-14,Not detected,0
AU_Helensville,0,2021-09-16,Not detected,0
AU_Helensville,0,2021-09-21,Not detected,0
AU_Helensville,0,2021-09-23,Not detected,0
AU_Helensville,0,2021-09-28,Not detected,0
AU_Helensville,0,2021-09-30,Not detected,0
AU_Helensville,500,2021-10-05,Detected,138509
AU_Helensville,500,2021-10-07,Detected,138509
AU_Helensville,0,2021-10-14,Not detected,0
AU_Helensville,715.72,2021-10-19,Detected,198267
AU_Helensville,1327.8,2021-10-21,Detected,367825
AU_Helensville,0,2021-10-26,Not detected,0
AU_Helensville,0,2021-11-02,Not detected,0
AU_Helensville,565.36,2021-11-04,Detected,156615
AU_Helensville,0,2021-11-11,Not detected,0
AU_Helensville,0,2021-11-16,Not detected,0
AU_Helensville,839.3,2021-11-23,Detected,232501
AU_Helensville,500,2021-12-07,Detected,138509
AU_Helensville,0,2021-12-14,Not detected,0
AU_Helensville,0,2021-12-29,Not detected,0
AU_Helensville,0,2022-01-11,Not detected,0
AU_Helensville,0,2022-01-18,Not detected,0
AU_Helensville,0,2022-01-25,Not detected,0
AU_Helensville,0,2022-02-01,Not detected,0
AU_Helensville,0,2022-02-08,Not detected,0
AU_Helensville,0,2022-02-15,Not detected,0
AU_Helensville,46234.23,2022-02-22,Detected,12807748
AU_Helensville,500,2022-03-01,Detected,138509
AU_Helensville,500,2022-03-08,Detected,138509
AU_Helensville,2355.07,2022-06-14,Detected,652398
AU_Helensville,10758.08,2022-07-19,Detected,2980189
AU_Helensville,4902.16,2022-08-30,Detected,1357990
AU_Helensville,500,2022-09-20,Detected,138509
AU_Helensville,500,2022-10-04,Detected,138509
AU_Helensville,0,2022-10-27,Not detected,0
AU_Helensville,0,2022-11-01,Not detected,0
AU_Helensville,500,2022-11-18,Detected,138509
AU_Helensville,1282.63,2022-11-22,Detected,355312
AU_Helensville,500,2022-11-29,Detected,138509
AU_Helensville,34821.25,2022-12-13,Detected,9646138
AU_Helensville,3963.86,2022-12-20,Detected,1098063
AU_Helensville,500,2023-01-10,Detected,138509
AU_Helensville,0,2023-01-17,Not detected,0
AU_Helensville,2306.5,2023-01-24,Detected,638943
AU_Helensville,500,2023-01-31,Detected,138509
AU_Helensville,500,2023-02-07,Detected,138509
AU_Helensville,4207,2023-02-14,Detected,1165417
AU_Helensville,5911,2023-02-21,Detected,1637457
AU_Helensville,8132,2023-02-28,Detected,2252716
AU_Helensville,3004,2023-03-07,Detected,832164
AU_Helensville,500,2023-03-14,Detected,138509
AU_Helensville,500,2023-03-21,Detected,138509
AU_KawakawaBay,0,2021-09-15,Not detected,0
AU_KawakawaBay,0,2021-09-22,Not detected,0
AU_KawakawaBay,0,2021-09-29,Not detected,0
AU_KawakawaBay,0,2021-10-06,Not detected,0
AU_KawakawaBay,0,2021-10-13,Not detected,0
AU_KawakawaBay,2905.47,2021-10-20,Detected,310168
AU_KawakawaBay,0,2021-10-27,Not detected,0
AU_KawakawaBay,0,2021-11-03,Not detected,0
AU_KawakawaBay,1397.91,2021-11-10,Detected,149231
AU_KawakawaBay,0,2021-11-16,Not detected,0
AU_KawakawaBay,500,2021-11-24,Detected,53376
AU_KawakawaBay,500,2021-12-01,Detected,53376
AU_KawakawaBay,500,2021-12-08,Detected,53376
AU_KawakawaBay,0,2021-12-15,Not detected,0
AU_KawakawaBay,500,2022-01-19,Detected,53376
AU_KawakawaBay,500,2022-01-26,Detected,53376
AU_KawakawaBay,0,2022-02-02,Not detected,0
AU_KawakawaBay,0,2022-02-16,Not detected,0
AU_KawakawaBay,9837.75,2022-02-23,Detected,1050213
AU_KawakawaBay,207623.22,2022-03-02,Detected,22164489
AU_KawakawaBay,72286.13,2022-03-09,Detected,7716791
AU_KawakawaBay,4052.54,2022-03-16,Detected,432622
AU_KawakawaBay,21991.05,2022-03-23,Detected,2347619
AU_KawakawaBay,126882,2022-03-30,Detected,13545088
AU_KawakawaBay,5676.95,2022-04-06,Detected,606033
AU_KawakawaBay,91078.36,2022-04-13,Detected,9722926
AU_KawakawaBay,55073,2022-04-20,Detected,5879231
AU_KawakawaBay,52846.41,2022-04-27,Detected,5641535
AU_KawakawaBay,3629.41,2022-05-04,Detected,387451
AU_KawakawaBay,74191.15,2022-05-11,Detected,7920159
AU_KawakawaBay,40706.29,2022-05-18,Detected,4345535
AU_KawakawaBay,46268.1,2022-05-25,Detected,4939278
AU_KawakawaBay,8482.2,2022-06-01,Detected,905503
AU_KawakawaBay,500,2022-06-08,Detected,53376
AU_KawakawaBay,4566.88,2022-06-15,Detected,487530
AU_KawakawaBay,54181.28,2022-06-22,Detected,5784037
AU_KawakawaBay,37210.81,2022-06-29,Detected,3972381
AU_KawakawaBay,17099.32,2022-07-06,Detected,1825410
AU_KawakawaBay,140099.26,2022-07-13,Detected,14956075
AU_KawakawaBay,81720.23,2022-07-20,Detected,8723914
AU_KawakawaBay,1810.69,2022-07-27,Detected,193297
AU_KawakawaBay,11415.28,2022-08-03,Detected,1218620
AU_KawakawaBay,23466.56,2022-08-10,Detected,2505135
AU_KawakawaBay,23067.48,2022-08-17,Detected,2462532
AU_KawakawaBay,5325.27,2022-08-24,Detected,568490
AU_KawakawaBay,500,2022-08-31,Detected,53376
AU_KawakawaBay,1964.24,2022-09-07,Detected,209689
AU_KawakawaBay,22584.56,2022-09-14,Detected,2410979
AU_KawakawaBay,21689.71,2022-09-21,Detected,2315450
AU_KawakawaBay,56592.3,2022-09-28,Detected,6041421
AU_KawakawaBay,15777.3,2022-10-05,Detected,1684280
AU_KawakawaBay,673.96,2022-10-12,Detected,71947
AU_KawakawaBay,20139.16,2022-10-19,Detected,2149924
AU_KawakawaBay,28523.05,2022-10-26,Detected,3044933
AU_KawakawaBay,768.57,2022-11-02,Detected,82047
AU_KawakawaBay,12402.82,2022-11-09,Detected,1324043
AU_KawakawaBay,42739.52,2022-11-16,Detected,4562590
AU_KawakawaBay,71621.95,2022-11-23,Detected,7645888
AU_KawakawaBay,74451.42,2022-11-30,Detected,7947944
AU_KawakawaBay,15105.51,2022-12-07,Detected,1612564
AU_KawakawaBay,39507.59,2022-12-14,Detected,4217570
AU_KawakawaBay,4132.88,2022-12-21,Detected,441199
AU_KawakawaBay,812,2023-02-01,Detected,86683
AU_KawakawaBay,500,2023-02-15,Detected,53376
AU_KawakawaBay,500,2023-02-22,Detected,53376
AU_KawakawaBay,1805,2023-03-01,Detected,192689
AU_KawakawaBay,500,2023-03-08,Detected,53376
AU_KawakawaBay,500,2023-03-15,Detected,53376
AU_KawakawaBay,500,2023-03-22,Detected,53376
AU_Kingseat,0,2021-09-15,Not detected,0
AU_Kingseat,0,2021-09-22,Not detected,0
AU_Kingseat,0,2021-09-29,Not detected,0
AU_Kingseat,0,2021-10-06,Not detected,0
AU_Kingseat,0,2021-10-13,Not detected,0
AU_Kingseat,0,2021-10-20,Not detected,0
AU_Kingseat,0,2021-10-27,Not detected,0
AU_Kingseat,0,2021-11-03,Not detected,0
AU_Kingseat,0,2021-11-10,Not detected,0
AU_Kingseat,0,2021-11-17,Not detected,0
AU_Kingseat,0,2021-11-24,Not detected,0
AU_Kingseat,0,2021-12-01,Not detected,0
AU_Kingseat,0,2021-12-08,Not detected,0
AU_Kingseat,0,2021-12-15,Not detected,0
AU_Kingseat,0,2022-01-05,Not detected,0
AU_Kingseat,0,2022-01-12,Not detected,0
AU_Kingseat,0,2022-01-19,Not detected,0
AU_Kingseat,0,2022-01-26,Not detected,0
AU_Kingseat,0,2022-02-02,Not detected,0
AU_Kingseat,0,2022-02-09,Not detected,0
AU_Kingseat,0,2022-02-16,Not detected,0
AU_Kingseat,0,2022-02-23,Not detected,0
AU_Kingseat,587.36,2022-03-02,Detected,93272
AU_Kingseat,500,2022-03-09,Detected,79399
AU_Kingseat,0,2022-03-23,Not detected,0
AU_Kingseat,0,2022-03-30,Not detected,0
AU_Kingseat,0,2022-04-06,Not detected,0
AU_Kingseat,0,2022-04-13,Not detected,0
AU_Kingseat,54534.08,2022-04-20,Detected,8659942
AU_Kingseat,9017.23,2022-04-27,Detected,1431924
AU_Kingseat,16732.09,2022-05-04,Detected,2657034
AU_Kingseat,1232.88,2022-05-11,Detected,195779
AU_Kingseat,584.25,2022-05-18,Detected,92778
AU_Kingseat,3542.59,2022-05-25,Detected,562558
AU_Kingseat,500,2022-06-01,Detected,79399
AU_Kingseat,1151.42,2022-06-08,Detected,182844
AU_Kingseat,0,2022-06-15,Not detected,0
AU_Kingseat,0,2022-06-29,Not detected,0
AU_Kingseat,58583.45,2022-07-06,Detected,9302977
AU_Kingseat,1184.23,2022-07-27,Detected,188054
AU_Kingseat,1536.05,2022-08-03,Detected,243922
AU_Mangere,500,2022-01-24,Detected,114802
